codex_result_emojis,incoder_result_emojis,codeparrot_result_emojis,digit,factor2,factor3,example_input,codex_result,model_input,failed_inputs,failed_inputs,failed_inputs,errors,errors,errors,incoder_result,errors,errors,errors,failed_inputs,failed_inputs,failed_inputs,codeparrot_result,errors,errors,errors,failed_inputs,failed_inputs,failed_inputs
✅✅✅✅✅✅✅✅,❌❌❌❌❌❌❌❌,❌❌❌❌❌❌❌❌,3,7,11,3298,pppppppp,input/codex/fizzbuzz_count/95.txt,[],"[[""3"", ""0""], [""4"", ""1""], [""4"", ""1""], [""4"", ""0""], [""8"", ""0""], [""483"", ""0""], [""874"", ""0""], [""11030"", ""0""]]","[[""3"", ""157""], [""4"", ""241""], [""4"", ""244""], [""4"", ""307""], [""8"", ""607""], [""483"", ""12007""], [""874"", ""30007""], [""11030"", ""300007""]]",[],[],[],ffffffff,[],[],[],[],"[[""3"", ""0""], [""4"", ""1""], [""4"", ""1""], [""4"", ""0""], [""8"", ""0""], [""483"", ""0""], [""874"", ""0""], [""11030"", ""0""]]","[[""3"", ""157""], [""4"", ""241""], [""4"", ""244""], [""4"", ""307""], [""8"", ""607""], [""483"", ""12007""], [""874"", ""30007""], [""11030"", ""300007""]]",ffffffff,[],[],[],[],"[[""3"", ""0""], [""4"", ""1""], [""4"", ""1""], [""4"", ""0""], [""8"", ""0""], [""483"", ""0""], [""874"", ""0""], [""11030"", ""0""]]","[[""3"", ""157""], [""4"", ""241""], [""4"", ""244""], [""4"", ""307""], [""8"", ""607""], [""483"", ""12007""], [""874"", ""30007""], [""11030"", ""300007""]]"
✅✅✅✅✅✅✅✅,❌❌❌❌❌❌❌❌,❌❌❌❌❌❌❌❌,3,7,3819,50,pppppppp,input/codex/fizzbuzz_count/96.txt,[],"[[""1"", ""0""], [""2"", ""1""], [""2"", ""1""], [""2"", ""0""], [""4"", ""0""], [""314"", ""0""], [""572"", ""0""], [""7151"", ""0""]]","[[""1"", ""157""], [""2"", ""241""], [""2"", ""244""], [""2"", ""307""], [""4"", ""607""], [""314"", ""12007""], [""572"", ""30007""], [""7151"", ""300007""]]",[],[],[],ffffffff,[],[],[],[],"[[""1"", ""0""], [""2"", ""1""], [""2"", ""1""], [""2"", ""0""], [""4"", ""0""], [""314"", ""0""], [""572"", ""0""], [""7151"", ""0""]]","[[""1"", ""157""], [""2"", ""241""], [""2"", ""244""], [""2"", ""307""], [""4"", ""607""], [""314"", ""12007""], [""572"", ""30007""], [""7151"", ""300007""]]",ffffffff,[],[],[],[],"[[""1"", ""0""], [""2"", ""1""], [""2"", ""1""], [""2"", ""0""], [""4"", ""0""], [""314"", ""0""], [""572"", ""0""], [""7151"", ""0""]]","[[""1"", ""157""], [""2"", ""241""], [""2"", ""244""], [""2"", ""307""], [""4"", ""607""], [""314"", ""12007""], [""572"", ""30007""], [""7151"", ""300007""]]"
✅✅✅✅✅✅✅✅,✅❌❌❌❌❌❌❌,❌❌❌❌❌❌❌❌,3,7,3819,78,pppppppp,input/codex/fizzbuzz_count/97.txt,[],"[[""2"", ""0""], [""2"", ""0""], [""2"", ""1""], [""4"", ""1""], [""314"", ""0""], [""572"", ""1""], [""7151"", ""0""]]","[[""1"", ""4169""], [""2"", ""4365""], [""2"", ""4372""], [""2"", ""4519""], [""4"", ""5219""], [""314"", ""31819""], [""572"", ""73819""], [""7151"", ""703819""]]",[],[],[],pfffffff,[],[],[],[],"[[""2"", ""0""], [""2"", ""0""], [""2"", ""1""], [""4"", ""1""], [""314"", ""0""], [""572"", ""1""], [""7151"", ""0""]]","[[""1"", ""4169""], [""2"", ""4365""], [""2"", ""4372""], [""2"", ""4519""], [""4"", ""5219""], [""314"", ""31819""], [""572"", ""73819""], [""7151"", ""703819""]]",ffffffff,[],[],[],[],"[[""2"", ""0""], [""2"", ""0""], [""2"", ""1""], [""4"", ""1""], [""314"", ""0""], [""572"", ""1""], [""7151"", ""0""]]","[[""1"", ""4169""], [""2"", ""4365""], [""2"", ""4372""], [""2"", ""4519""], [""4"", ""5219""], [""314"", ""31819""], [""572"", ""73819""], [""7151"", ""703819""]]"
✅✅✅✅✅✅✅✅,✅❌❌❌❌❌❌❌,❌❌❌❌❌❌❌❌,3,7,3819,3298,pppppppp,input/codex/fizzbuzz_count/98.txt,[],"[[""2"", ""0""], [""2"", ""0""], [""2"", ""1""], [""4"", ""1""], [""314"", ""0""], [""572"", ""1""], [""7151"", ""0""]]","[[""1"", ""191300""], [""2"", ""298428""], [""2"", ""302254""], [""2"", ""382600""], [""4"", ""765200""], [""314"", ""15304000""], [""572"", ""38260000""], [""7151"", ""382600000""]]",[],[],[],pfffffff,[],[],[],[],"[[""2"", ""0""], [""2"", ""0""], [""2"", ""1""], [""4"", ""1""], [""314"", ""0""], [""572"", ""1""], [""7151"", ""0""]]","[[""1"", ""191300""], [""2"", ""298428""], [""2"", ""302254""], [""2"", ""382600""], [""4"", ""765200""], [""314"", ""15304000""], [""572"", ""38260000""], [""7151"", ""382600000""]]",ffffffff,[],[],[],[],"[[""2"", ""0""], [""2"", ""0""], [""2"", ""1""], [""4"", ""1""], [""314"", ""0""], [""572"", ""1""], [""7151"", ""0""]]","[[""1"", ""191300""], [""2"", ""298428""], [""2"", ""302254""], [""2"", ""382600""], [""4"", ""765200""], [""314"", ""15304000""], [""572"", ""38260000""], [""7151"", ""382600000""]]"
✅✅✅✅✅✅✅✅,❌❌❌❌❌❌❌❌,❌❌❌❌❌❌❌❌,3,1837,13,50,pppppppp,input/codex/fizzbuzz_count/99.txt,[],"[[""2"", ""0""], [""2"", ""1""], [""2"", ""0""], [""2"", ""0""], [""4"", ""0""], [""172"", ""0""], [""313"", ""0""], [""3874"", ""0""]]","[[""2"", ""1""], [""2"", ""3""], [""2"", ""3""], [""2"", ""5""], [""4"", ""21""], [""172"", ""8707""], [""313"", ""54431""], [""3874"", ""5443603""]]",[],[],[],ffffffff,[],[],[],[],"[[""2"", ""0""], [""2"", ""1""], [""2"", ""0""], [""2"", ""0""], [""4"", ""0""], [""172"", ""0""], [""313"", ""0""], [""3874"", ""0""]]","[[""2"", ""1""], [""2"", ""3""], [""2"", ""3""], [""2"", ""5""], [""4"", ""21""], [""172"", ""8707""], [""313"", ""54431""], [""3874"", ""5443603""]]",ffffffff,[],[],[],[],"[[""2"", ""0""], [""2"", ""1""], [""2"", ""0""], [""2"", ""0""], [""4"", ""0""], [""172"", ""0""], [""313"", ""0""], [""3874"", ""0""]]","[[""2"", ""1""], [""2"", ""3""], [""2"", ""3""], [""2"", ""5""], [""4"", ""21""], [""172"", ""8707""], [""313"", ""54431""], [""3874"", ""5443603""]]"
✅✅✅✅✅✅✅✅,❌⌛❌❌❌❌❌❌,❌❌❌❌❌❌❌❌,3,1837,13,78,pppppppp,input/codex/fizzbuzz_count/100.txt,[],"[[""2"", ""0""], [""2"", ""0""], [""2"", ""0""], [""4"", ""0""], [""172"", ""0""], [""313"", ""0""], [""3874"", ""0""]]","[[""2"", ""91850""], [""2"", ""143286""], [""2"", ""145123""], [""2"", ""183700""], [""4"", ""367400""], [""172"", ""7348000""], [""313"", ""18370000""], [""3874"", ""183700000""]]",[],[],[],ftffffff,[],[],[],[],"[[""2"", ""0""], [""2"", ""0""], [""2"", ""0""], [""4"", ""0""], [""172"", ""0""], [""313"", ""0""], [""3874"", ""0""]]","[[""2"", ""91850""], [""2"", ""143286""], [""2"", ""145123""], [""2"", ""183700""], [""4"", ""367400""], [""172"", ""7348000""], [""313"", ""18370000""], [""3874"", ""183700000""]]",ffffffff,[],[],[],[],"[[""2"", ""0""], [""2"", ""0""], [""2"", ""0""], [""4"", ""0""], [""172"", ""0""], [""313"", ""0""], [""3874"", ""0""]]","[[""2"", ""91850""], [""2"", ""143286""], [""2"", ""145123""], [""2"", ""183700""], [""4"", ""367400""], [""172"", ""7348000""], [""313"", ""18370000""], [""3874"", ""183700000""]]"
✅✅✅✅✅✅✅✅,❌❌❌❌❌❌❌❌,❌❌❌❌❌❌❌❌,3,1837,13,3298,pppppppp,input/codex/fizzbuzz_count/101.txt,[],"[[""2"", ""0""], [""2"", ""1""], [""2"", ""0""], [""2"", ""0""], [""4"", ""0""], [""172"", ""0""], [""313"", ""0""], [""3874"", ""0""]]","[[""2"", ""1""], [""2"", ""3""], [""2"", ""3""], [""2"", ""5""], [""4"", ""21""], [""172"", ""8707""], [""313"", ""54431""], [""3874"", ""5443603""]]",[],[],[],ffffffff,[],[],[],[],"[[""2"", ""0""], [""2"", ""1""], [""2"", ""0""], [""2"", ""0""], [""4"", ""0""], [""172"", ""0""], [""313"", ""0""], [""3874"", ""0""]]","[[""2"", ""1""], [""2"", ""3""], [""2"", ""3""], [""2"", ""5""], [""4"", ""21""], [""172"", ""8707""], [""313"", ""54431""], [""3874"", ""5443603""]]",ffffffff,[],[],[],[],"[[""2"", ""0""], [""2"", ""1""], [""2"", ""0""], [""2"", ""0""], [""4"", ""0""], [""172"", ""0""], [""313"", ""0""], [""3874"", ""0""]]","[[""2"", ""1""], [""2"", ""3""], [""2"", ""3""], [""2"", ""5""], [""4"", ""21""], [""172"", ""8707""], [""313"", ""54431""], [""3874"", ""5443603""]]"
✅✅✅✅✅✅✅✅,✅✅✅✅✅❌❌❌,❌❌❌❌❌❌❌❌,3,1837,3819,50,pppppppp,input/codex/fizzbuzz_count/105.txt,[],"[[""3"", ""0""], [""5"", ""0""], [""39"", ""0""]]","[[""0"", ""91850""], [""0"", ""143286""], [""0"", ""145123""], [""0"", ""183700""], [""0"", ""367400""], [""3"", ""7348000""], [""5"", ""18370000""], [""39"", ""183700000""]]",[],[],[],pppppfff,[],[],[],[],"[[""3"", ""0""], [""5"", ""0""], [""39"", ""0""]]","[[""0"", ""91850""], [""0"", ""143286""], [""0"", ""145123""], [""0"", ""183700""], [""0"", ""367400""], [""3"", ""7348000""], [""5"", ""18370000""], [""39"", ""183700000""]]",ffffffff,[],[],[],[],"[[""3"", ""0""], [""5"", ""0""], [""39"", ""0""]]","[[""0"", ""91850""], [""0"", ""143286""], [""0"", ""145123""], [""0"", ""183700""], [""0"", ""367400""], [""3"", ""7348000""], [""5"", ""18370000""], [""39"", ""183700000""]]"
✅✅✅✅✅✅✅✅,✅✅✅✅✅❌❌❌,❌❌❌❌❌❌❌❌,3,1837,3819,78,pppppppp,input/codex/fizzbuzz_count/106.txt,[],"[[""3"", ""0""], [""5"", ""0""], [""39"", ""0""]]","[[""0"", ""91850""], [""0"", ""143286""], [""0"", ""145123""], [""0"", ""183700""], [""0"", ""367400""], [""3"", ""7348000""], [""5"", ""18370000""], [""39"", ""183700000""]]",[],[],[],pppppfff,[],[],[],[],"[[""3"", ""0""], [""5"", ""0""], [""39"", ""0""]]","[[""0"", ""91850""], [""0"", ""143286""], [""0"", ""145123""], [""0"", ""183700""], [""0"", ""367400""], [""3"", ""7348000""], [""5"", ""18370000""], [""39"", ""183700000""]]",ffffffff,[],[],[],[],"[[""3"", ""0""], [""5"", ""0""], [""39"", ""0""]]","[[""0"", ""91850""], [""0"", ""143286""], [""0"", ""145123""], [""0"", ""183700""], [""0"", ""367400""], [""3"", ""7348000""], [""5"", ""18370000""], [""39"", ""183700000""]]"
✅✅✅✅✅✅✅✅,✅✅✅✅✅❌❌❌,❌❌❌❌❌❌❌❌,3,1837,3819,3298,pppppppp,input/codex/fizzbuzz_count/107.txt,[],"[[""3"", ""0""], [""5"", ""0""], [""39"", ""0""]]","[[""0"", ""1""], [""0"", ""3""], [""0"", ""3""], [""0"", ""5""], [""0"", ""21""], [""3"", ""8707""], [""5"", ""54431""], [""39"", ""5443603""]]",[],[],[],pppppfff,[],[],[],[],"[[""3"", ""0""], [""5"", ""0""], [""39"", ""0""]]","[[""0"", ""1""], [""0"", ""3""], [""0"", ""3""], [""0"", ""5""], [""0"", ""21""], [""3"", ""8707""], [""5"", ""54431""], [""39"", ""5443603""]]",ffffffff,[],[],[],[],"[[""3"", ""0""], [""5"", ""0""], [""39"", ""0""]]","[[""0"", ""1""], [""0"", ""3""], [""0"", ""3""], [""0"", ""5""], [""0"", ""21""], [""3"", ""8707""], [""5"", ""54431""], [""39"", ""5443603""]]"
✅✅✅✅✅✅✅✅,❌❌❌❌❌❌❌❌,❌❌❌❌❌❌❌❌,1,11,13,50,pppppppp,input/codex/fizzbuzz_count/108.txt,[],"[[""3"", ""0""], [""3"", ""0""], [""3"", ""0""], [""4"", ""0""], [""23"", ""0""], [""354"", ""0""], [""642"", ""0""], [""8053"", ""0""]]","[[""3"", ""222""], [""3"", ""546""], [""3"", ""560""], [""4"", ""900""], [""23"", ""3618""], [""354"", ""1454181""], [""642"", ""9090000""], [""8053"", ""909081818""]]",[],[],[],ffffffff,[],[],[],[],"[[""3"", ""0""], [""3"", ""0""], [""3"", ""0""], [""4"", ""0""], [""23"", ""0""], [""354"", ""0""], [""642"", ""0""], [""8053"", ""0""]]","[[""3"", ""222""], [""3"", ""546""], [""3"", ""560""], [""4"", ""900""], [""23"", ""3618""], [""354"", ""1454181""], [""642"", ""9090000""], [""8053"", ""909081818""]]",ffffffff,[],[],[],[],"[[""3"", ""0""], [""3"", ""0""], [""3"", ""0""], [""4"", ""0""], [""23"", ""0""], [""354"", ""0""], [""642"", ""0""], [""8053"", ""0""]]","[[""3"", ""222""], [""3"", ""546""], [""3"", ""560""], [""4"", ""900""], [""23"", ""3618""], [""354"", ""1454181""], [""642"", ""9090000""], [""8053"", ""909081818""]]"
✅✅✅✅✅✅✅✅,❌❌❌❌❌❌❌❌,❌❌❌❌❌❌❌❌,1,11,13,78,pppppppp,input/codex/fizzbuzz_count/109.txt,[],"[[""3"", ""0""], [""3"", ""1""], [""3"", ""0""], [""4"", ""0""], [""23"", ""0""], [""354"", ""0""], [""642"", ""0""], [""8053"", ""0""]]","[[""3"", ""511""], [""3"", ""791""], [""3"", ""801""], [""4"", ""1011""], [""23"", ""2011""], [""354"", ""40011""], [""642"", ""100011""], [""8053"", ""1000011""]]",[],[],[],ffffffff,[],[],[],[],"[[""3"", ""0""], [""3"", ""1""], [""3"", ""0""], [""4"", ""0""], [""23"", ""0""], [""354"", ""0""], [""642"", ""0""], [""8053"", ""0""]]","[[""3"", ""511""], [""3"", ""791""], [""3"", ""801""], [""4"", ""1011""], [""23"", ""2011""], [""354"", ""40011""], [""642"", ""100011""], [""8053"", ""1000011""]]",ffffffff,[],[],[],[],"[[""3"", ""0""], [""3"", ""1""], [""3"", ""0""], [""4"", ""0""], [""23"", ""0""], [""354"", ""0""], [""642"", ""0""], [""8053"", ""0""]]","[[""3"", ""511""], [""3"", ""791""], [""3"", ""801""], [""4"", ""1011""], [""23"", ""2011""], [""354"", ""40011""], [""642"", ""100011""], [""8053"", ""1000011""]]"
✅✅✅✅✅✅✅✅,❌❌❌❌❌❌❌❌,❌❌❌❌❌❌❌❌,1,11,13,3298,pppppppp,input/codex/fizzbuzz_count/110.txt,[],"[[""3"", ""0""], [""3"", ""0""], [""3"", ""0""], [""4"", ""0""], [""23"", ""0""], [""354"", ""0""], [""642"", ""0""], [""8053"", ""0""]]","[[""3"", ""222""], [""3"", ""546""], [""3"", ""560""], [""4"", ""900""], [""23"", ""3618""], [""354"", ""1454181""], [""642"", ""9090000""], [""8053"", ""909081818""]]",[],[],[],ffffffff,[],[],[],[],"[[""3"", ""0""], [""3"", ""0""], [""3"", ""0""], [""4"", ""0""], [""23"", ""0""], [""354"", ""0""], [""642"", ""0""], [""8053"", ""0""]]","[[""3"", ""222""], [""3"", ""546""], [""3"", ""560""], [""4"", ""900""], [""23"", ""3618""], [""354"", ""1454181""], [""642"", ""9090000""], [""8053"", ""909081818""]]",ffffffff,[],[],[],[],"[[""3"", ""0""], [""3"", ""0""], [""3"", ""0""], [""4"", ""0""], [""23"", ""0""], [""354"", ""0""], [""642"", ""0""], [""8053"", ""0""]]","[[""3"", ""222""], [""3"", ""546""], [""3"", ""560""], [""4"", ""900""], [""23"", ""3618""], [""354"", ""1454181""], [""642"", ""9090000""], [""8053"", ""909081818""]]"
✅✅✅✅✅✅✅✅,❌❌❌❌❌❌❌❌,❌❌❌❌❌❌❌❌,1,11,3819,50,pppppppp,input/codex/fizzbuzz_count/114.txt,[],"[[""2"", ""0""], [""2"", ""0""], [""2"", ""0""], [""2"", ""0""], [""13"", ""0""], [""202"", ""0""], [""365"", ""0""], [""4558"", ""0""]]","[[""2"", ""4369""], [""2"", ""4677""], [""2"", ""4688""], [""2"", ""4919""], [""13"", ""6019""], [""202"", ""47819""], [""365"", ""113819""], [""4558"", ""1103819""]]",[],[],[],ffffffff,[],[],[],[],"[[""2"", ""0""], [""2"", ""0""], [""2"", ""0""], [""2"", ""0""], [""13"", ""0""], [""202"", ""0""], [""365"", ""0""], [""4558"", ""0""]]","[[""2"", ""4369""], [""2"", ""4677""], [""2"", ""4688""], [""2"", ""4919""], [""13"", ""6019""], [""202"", ""47819""], [""365"", ""113819""], [""4558"", ""1103819""]]",ffffffff,[],[],[],[],"[[""2"", ""0""], [""2"", ""0""], [""2"", ""0""], [""2"", ""0""], [""13"", ""0""], [""202"", ""0""], [""365"", ""0""], [""4558"", ""0""]]","[[""2"", ""4369""], [""2"", ""4677""], [""2"", ""4688""], [""2"", ""4919""], [""13"", ""6019""], [""202"", ""47819""], [""365"", ""113819""], [""4558"", ""1103819""]]"
✅✅✅✅✅✅✅✅,❌❌❌❌❌❌❌❌,❌❌❌❌❌❌❌❌,1,11,3819,78,pppppppp,input/codex/fizzbuzz_count/115.txt,[],"[[""2"", ""0""], [""2"", ""0""], [""2"", ""0""], [""2"", ""0""], [""13"", ""0""], [""202"", ""0""], [""365"", ""0""], [""4558"", ""0""]]","[[""2"", ""600""], [""2"", ""936""], [""2"", ""948""], [""2"", ""1200""], [""13"", ""2400""], [""202"", ""44181""], [""365"", ""112362""], [""4558"", ""1100706""]]",[],[],[],ffffffff,[],[],[],[],"[[""2"", ""0""], [""2"", ""0""], [""2"", ""0""], [""2"", ""0""], [""13"", ""0""], [""202"", ""0""], [""365"", ""0""], [""4558"", ""0""]]","[[""2"", ""600""], [""2"", ""936""], [""2"", ""948""], [""2"", ""1200""], [""13"", ""2400""], [""202"", ""44181""], [""365"", ""112362""], [""4558"", ""1100706""]]",ffffffff,[],[],[],[],"[[""2"", ""0""], [""2"", ""0""], [""2"", ""0""], [""2"", ""0""], [""13"", ""0""], [""202"", ""0""], [""365"", ""0""], [""4558"", ""0""]]","[[""2"", ""600""], [""2"", ""936""], [""2"", ""948""], [""2"", ""1200""], [""13"", ""2400""], [""202"", ""44181""], [""365"", ""112362""], [""4558"", ""1100706""]]"
✅✅✅✅✅✅✅✅,❌❌❌❌❌❌❌❌,❌❌❌❌❌❌❌❌,1,11,3819,3298,pppppppp,input/codex/fizzbuzz_count/116.txt,[],"[[""2"", ""0""], [""2"", ""0""], [""2"", ""0""], [""2"", ""0""], [""13"", ""0""], [""202"", ""0""], [""365"", ""0""], [""4558"", ""0""]]","[[""2"", ""511""], [""2"", ""791""], [""2"", ""801""], [""2"", ""1011""], [""13"", ""2011""], [""202"", ""40011""], [""365"", ""100011""], [""4558"", ""1000011""]]",[],[],[],ffffffff,[],[],[],[],"[[""2"", ""0""], [""2"", ""0""], [""2"", ""0""], [""2"", ""0""], [""13"", ""0""], [""202"", ""0""], [""365"", ""0""], [""4558"", ""0""]]","[[""2"", ""511""], [""2"", ""791""], [""2"", ""801""], [""2"", ""1011""], [""13"", ""2011""], [""202"", ""40011""], [""365"", ""100011""], [""4558"", ""1000011""]]",ffffffff,[],[],[],[],"[[""2"", ""0""], [""2"", ""0""], [""2"", ""0""], [""2"", ""0""], [""13"", ""0""], [""202"", ""0""], [""365"", ""0""], [""4558"", ""0""]]","[[""2"", ""511""], [""2"", ""791""], [""2"", ""801""], [""2"", ""1011""], [""13"", ""2011""], [""202"", ""40011""], [""365"", ""100011""], [""4558"", ""1000011""]]"
✅✅✅✅✅✅✅✅,❌❌❌❌❌❌❌❌,❌❌❌❌❌❌❌❌,1,13,11,50,pppppppp,input/codex/fizzbuzz_count/120.txt,[],"[[""3"", ""0""], [""3"", ""1""], [""3"", ""0""], [""4"", ""0""], [""23"", ""0""], [""354"", ""0""], [""642"", ""0""], [""8053"", ""0""]]","[[""3"", ""188""], [""3"", ""462""], [""3"", ""474""], [""4"", ""761""], [""23"", ""3061""], [""354"", ""1230461""], [""642"", ""7691538""], [""8053"", ""769223076""]]",[],[],[],ffffffff,[],[],[],[],"[[""3"", ""0""], [""3"", ""1""], [""3"", ""0""], [""4"", ""0""], [""23"", ""0""], [""354"", ""0""], [""642"", ""0""], [""8053"", ""0""]]","[[""3"", ""188""], [""3"", ""462""], [""3"", ""474""], [""4"", ""761""], [""23"", ""3061""], [""354"", ""1230461""], [""642"", ""7691538""], [""8053"", ""769223076""]]",ffffffff,[],[],[],[],"[[""3"", ""0""], [""3"", ""1""], [""3"", ""0""], [""4"", ""0""], [""23"", ""0""], [""354"", ""0""], [""642"", ""0""], [""8053"", ""0""]]","[[""3"", ""188""], [""3"", ""462""], [""3"", ""474""], [""4"", ""761""], [""23"", ""3061""], [""354"", ""1230461""], [""642"", ""7691538""], [""8053"", ""769223076""]]"
✅✅✅✅✅✅✅✅,❌❌❌❌❌❌❌❌,❌❌❌❌❌❌❌❌,1,13,11,78,pppppppp,input/codex/fizzbuzz_count/121.txt,[],"[[""3"", ""0""], [""3"", ""1""], [""3"", ""0""], [""4"", ""0""], [""23"", ""0""], [""354"", ""0""], [""642"", ""0""], [""8053"", ""0""]]","[[""3"", ""661""], [""3"", ""1025""], [""3"", ""1038""], [""4"", ""1311""], [""23"", ""2611""], [""354"", ""52011""], [""642"", ""130011""], [""8053"", ""1300011""]]",[],[],[],ffffffff,[],[],[],[],"[[""3"", ""0""], [""3"", ""1""], [""3"", ""0""], [""4"", ""0""], [""23"", ""0""], [""354"", ""0""], [""642"", ""0""], [""8053"", ""0""]]","[[""3"", ""661""], [""3"", ""1025""], [""3"", ""1038""], [""4"", ""1311""], [""23"", ""2611""], [""354"", ""52011""], [""642"", ""130011""], [""8053"", ""1300011""]]",ffffffff,[],[],[],[],"[[""3"", ""0""], [""3"", ""1""], [""3"", ""0""], [""4"", ""0""], [""23"", ""0""], [""354"", ""0""], [""642"", ""0""], [""8053"", ""0""]]","[[""3"", ""661""], [""3"", ""1025""], [""3"", ""1038""], [""4"", ""1311""], [""23"", ""2611""], [""354"", ""52011""], [""642"", ""130011""], [""8053"", ""1300011""]]"
✅✅✅✅✅✅✅✅,❌❌❌❌❌❌❌❌,❌❌❌❌❌❌❌❌,1,13,11,3298,pppppppp,input/codex/fizzbuzz_count/122.txt,[],"[[""3"", ""0""], [""3"", ""1""], [""3"", ""0""], [""4"", ""0""], [""23"", ""0""], [""354"", ""0""], [""642"", ""0""], [""8053"", ""0""]]","[[""3"", ""188""], [""3"", ""462""], [""3"", ""474""], [""4"", ""761""], [""23"", ""3061""], [""354"", ""1230461""], [""642"", ""7691538""], [""8053"", ""769223076""]]",[],[],[],ffffffff,[],[],[],[],"[[""3"", ""0""], [""3"", ""1""], [""3"", ""0""], [""4"", ""0""], [""23"", ""0""], [""354"", ""0""], [""642"", ""0""], [""8053"", ""0""]]","[[""3"", ""188""], [""3"", ""462""], [""3"", ""474""], [""4"", ""761""], [""23"", ""3061""], [""354"", ""1230461""], [""642"", ""7691538""], [""8053"", ""769223076""]]",ffffffff,[],[],[],[],"[[""3"", ""0""], [""3"", ""1""], [""3"", ""0""], [""4"", ""0""], [""23"", ""0""], [""354"", ""0""], [""642"", ""0""], [""8053"", ""0""]]","[[""3"", ""188""], [""3"", ""462""], [""3"", ""474""], [""4"", ""761""], [""23"", ""3061""], [""354"", ""1230461""], [""642"", ""7691538""], [""8053"", ""769223076""]]"
✅✅✅✅✅✅✅✅,❌✅❌❌❌❌❌❌,❌❌❌❌❌❌❌❌,1,13,3819,50,pppppppp,input/codex/fizzbuzz_count/123.txt,[],"[[""1"", ""0""], [""1"", ""0""], [""2"", ""0""], [""11"", ""0""], [""172"", ""0""], [""308"", ""0""], [""3859"", ""0""]]","[[""1"", ""189""], [""1"", ""463""], [""1"", ""475""], [""2"", ""762""], [""11"", ""3062""], [""172"", ""1230462""], [""308"", ""7691539""], [""3859"", ""769223077""]]",[],[],[],fpffffff,[],[],[],[],"[[""1"", ""0""], [""1"", ""0""], [""2"", ""0""], [""11"", ""0""], [""172"", ""0""], [""308"", ""0""], [""3859"", ""0""]]","[[""1"", ""189""], [""1"", ""463""], [""1"", ""475""], [""2"", ""762""], [""11"", ""3062""], [""172"", ""1230462""], [""308"", ""7691539""], [""3859"", ""769223077""]]",ffffffff,[],[],[],[],"[[""1"", ""0""], [""1"", ""0""], [""2"", ""0""], [""11"", ""0""], [""172"", ""0""], [""308"", ""0""], [""3859"", ""0""]]","[[""1"", ""189""], [""1"", ""463""], [""1"", ""475""], [""2"", ""762""], [""11"", ""3062""], [""172"", ""1230462""], [""308"", ""7691539""], [""3859"", ""769223077""]]"
❌❌❌❌❌❌❌❌,❌✅❌❌❌❌❌❌,❌❌❌❌❌❌❌❌,1,13,3819,78,ffffffff,input/codex/fizzbuzz_count/124.txt,"[[""1"", ""3""], [""1"", ""5""], [""1"", ""6""], [""2"", ""7""], [""11"", ""15""], [""172"", ""308""], [""308"", ""771""], [""3859"", ""7716""]]","[[""1"", ""0""], [""1"", ""0""], [""2"", ""0""], [""11"", ""0""], [""172"", ""0""], [""308"", ""0""], [""3859"", ""0""]]","[[""1"", ""188""], [""1"", ""462""], [""1"", ""474""], [""2"", ""761""], [""11"", ""3061""], [""172"", ""1230461""], [""308"", ""7691538""], [""3859"", ""769223076""]]",[],[],[],fpffffff,[],[],[],"[[""1"", ""3""], [""1"", ""5""], [""1"", ""6""], [""2"", ""7""], [""11"", ""15""], [""172"", ""308""], [""308"", ""771""], [""3859"", ""7716""]]","[[""1"", ""0""], [""1"", ""0""], [""2"", ""0""], [""11"", ""0""], [""172"", ""0""], [""308"", ""0""], [""3859"", ""0""]]","[[""1"", ""188""], [""1"", ""462""], [""1"", ""474""], [""2"", ""761""], [""11"", ""3061""], [""172"", ""1230461""], [""308"", ""7691538""], [""3859"", ""769223076""]]",ffffffff,[],[],[],"[[""1"", ""3""], [""1"", ""5""], [""1"", ""6""], [""2"", ""7""], [""11"", ""15""], [""172"", ""308""], [""308"", ""771""], [""3859"", ""7716""]]","[[""1"", ""0""], [""1"", ""0""], [""2"", ""0""], [""11"", ""0""], [""172"", ""0""], [""308"", ""0""], [""3859"", ""0""]]","[[""1"", ""188""], [""1"", ""462""], [""1"", ""474""], [""2"", ""761""], [""11"", ""3061""], [""172"", ""1230461""], [""308"", ""7691538""], [""3859"", ""769223076""]]"
