codex_result_emojis,incoder_result_emojis,codeparrot_result_emojis,sum_num,count,example_input,codex_result,model_input,failed_inputs,failed_inputs,failed_inputs,errors,errors,errors,incoder_result,errors,errors,errors,failed_inputs,failed_inputs,failed_inputs,codeparrot_result,errors,errors,errors,failed_inputs,failed_inputs,failed_inputs
✅✅✅✅✅✅✅,💀💀💀💀💀💀💀,✅❌✅❌✅❌❌,5,4,"[1, 2, -3, 7, 2, 7]",ppppppp,input/codex/triples_sum_to/106.txt,[],[],"[[""False"", ""True""], [""True"", ""False""], [""False"", ""True""], [""True"", ""False""]]",[],"[""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output""]",[],eeeeeee,[],"[""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output""]",[],[],[],"[[""False"", ""True""], [""True"", ""False""], [""False"", ""True""], [""True"", ""False""]]",pfpfpff,[],"[""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output""]",[],[],[],"[[""False"", ""True""], [""True"", ""False""], [""False"", ""True""], [""True"", ""False""]]"
✅✅✅✅✅✅✅,✅❌❌❌❌❌❌,✅❌✅❌✅❌❌,5,4,[1],ppppppp,input/codex/triples_sum_to/107.txt,[],"[[""False"", ""True""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""False"", ""True""], [""True"", ""False""]]","[[""False"", ""True""], [""True"", ""False""], [""False"", ""True""], [""True"", ""False""]]",[],[],[],pffffff,[],[],[],[],"[[""False"", ""True""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""False"", ""True""], [""True"", ""False""]]","[[""False"", ""True""], [""True"", ""False""], [""False"", ""True""], [""True"", ""False""]]",pfpfpff,[],[],[],[],"[[""False"", ""True""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""False"", ""True""], [""True"", ""False""]]","[[""False"", ""True""], [""True"", ""False""], [""False"", ""True""], [""True"", ""False""]]"
✅✅✅❌❌✅❌,💀💀💀💀💀💀💀,✅❌✅❌❌❌❌,5,5,"[1, 3, 5, 0]",pppffpf,input/codex/triples_sum_to/108.txt,"[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]",[],"[[""False"", ""True""], [""True"", ""False""], [""True"", ""False""], [""False"", ""True""], [""True"", ""False""]]",[],"[""name 'quintuples_sum_to_' is not defined"", ""name 'quintuples_sum_to_' is not defined"", ""name 'quintuples_sum_to_' is not defined"", ""name 'quintuples_sum_to_' is not defined"", ""name 'quintuples_sum_to_' is not defined"", ""name 'quintuples_sum_to_' is not defined"", ""name 'quintuples_sum_to_' is not defined""]",[],eeeeeee,[],"[""name 'quintuples_sum_to_' is not defined"", ""name 'quintuples_sum_to_' is not defined"", ""name 'quintuples_sum_to_' is not defined"", ""name 'quintuples_sum_to_' is not defined"", ""name 'quintuples_sum_to_' is not defined"", ""name 'quintuples_sum_to_' is not defined"", ""name 'quintuples_sum_to_' is not defined""]",[],"[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]",[],"[[""False"", ""True""], [""True"", ""False""], [""True"", ""False""], [""False"", ""True""], [""True"", ""False""]]",pfpffff,[],"[""name 'quintuples_sum_to_' is not defined"", ""name 'quintuples_sum_to_' is not defined"", ""name 'quintuples_sum_to_' is not defined"", ""name 'quintuples_sum_to_' is not defined"", ""name 'quintuples_sum_to_' is not defined"", ""name 'quintuples_sum_to_' is not defined"", ""name 'quintuples_sum_to_' is not defined""]",[],"[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]",[],"[[""False"", ""True""], [""True"", ""False""], [""True"", ""False""], [""False"", ""True""], [""True"", ""False""]]"
✅✅✅❌❌✅❌,❌❌❌✅✅❌✅,✅❌❌❌✅❌❌,5,5,"[1, 3, -2, 1, 5, 8]",pppffpf,input/codex/triples_sum_to/109.txt,"[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]","[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""False"", ""True""]]","[[""False"", ""True""], [""False"", ""True""], [""True"", ""False""], [""False"", ""True""], [""True"", ""False""]]",[],[],[],fffppfp,[],[],[],"[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]","[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""False"", ""True""]]","[[""False"", ""True""], [""False"", ""True""], [""True"", ""False""], [""False"", ""True""], [""True"", ""False""]]",pfffpff,[],[],[],"[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]","[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""False"", ""True""]]","[[""False"", ""True""], [""False"", ""True""], [""True"", ""False""], [""False"", ""True""], [""True"", ""False""]]"
✅✅✅❌❌✅❌,✅✅✅✅❌✅❌,✅❌✅❌❌❌❌,5,5,"[1, 2, -3, 7, 2, 7]",pppffpf,input/codex/triples_sum_to/110.txt,"[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""]]","[[""False"", ""True""], [""True"", ""False""], [""True"", ""False""], [""False"", ""True""], [""True"", ""False""]]",[],[],[],ppppfpf,[],[],[],"[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""]]","[[""False"", ""True""], [""True"", ""False""], [""True"", ""False""], [""False"", ""True""], [""True"", ""False""]]",pfpffff,[],[],[],"[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""]]","[[""False"", ""True""], [""True"", ""False""], [""True"", ""False""], [""False"", ""True""], [""True"", ""False""]]"
✅✅✅❌❌✅❌,✅✅✅❌❌✅❌,✅❌✅❌❌❌❌,5,5,[1],pppffpf,input/codex/triples_sum_to/111.txt,"[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]","[[""False"", ""True""], [""True"", ""False""], [""True"", ""False""], [""False"", ""True""], [""True"", ""False""]]",[],[],[],pppffpf,[],[],[],"[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]","[[""False"", ""True""], [""True"", ""False""], [""True"", ""False""], [""False"", ""True""], [""True"", ""False""]]",pfpffff,[],[],[],"[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]","[[""False"", ""True""], [""True"", ""False""], [""True"", ""False""], [""False"", ""True""], [""True"", ""False""]]"
✅✅✅✅❌✅✅,❌❌❌❌✅❌✅,✅❌❌✅✅❌✅,5,8,"[1, 3, 5, 0]",ppppfpp,input/codex/triples_sum_to/112.txt,"[[""True"", ""False""]]","[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""False"", ""True""]]","[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""]]",[],[],[],ffffpfp,[],[],[],"[[""True"", ""False""]]","[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""False"", ""True""]]","[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""]]",pffppfp,[],[],[],"[[""True"", ""False""]]","[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""False"", ""True""]]","[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""]]"
✅✅✅✅❌✅✅,✅❌❌❌✅❌❌,✅❌❌✅✅❌✅,5,8,"[1, 3, -2, 1, 5, 8]",ppppfpp,input/codex/triples_sum_to/113.txt,"[[""True"", ""False""]]","[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""False"", ""True""]]","[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""]]",[],[],[],pfffpff,[],[],[],"[[""True"", ""False""]]","[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""False"", ""True""]]","[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""]]",pffppfp,[],[],[],"[[""True"", ""False""]]","[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""False"", ""True""]]","[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""]]"
✅✅✅✅❌✅✅,✅❌❌❌✅❌❌,✅❌❌✅✅❌✅,5,8,"[1, 2, -3, 7, 2, 7]",ppppfpp,input/codex/triples_sum_to/114.txt,"[[""True"", ""False""]]","[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""False"", ""True""]]","[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""]]",[],[],[],pfffpff,[],[],[],"[[""True"", ""False""]]","[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""False"", ""True""]]","[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""]]",pffppfp,[],[],[],"[[""True"", ""False""]]","[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""False"", ""True""]]","[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""]]"
✅✅✅✅✅✅✅,✅✅✅✅❌✅✅,✅❌❌✅✅❌✅,5,8,[1],ppppppp,input/codex/triples_sum_to/115.txt,[],"[[""True"", ""False""]]","[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""]]",[],[],[],ppppfpp,[],[],[],[],"[[""True"", ""False""]]","[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""]]",pffppfp,[],[],[],[],"[[""True"", ""False""]]","[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""]]"
✅✅✅✅❌✅❌,✅✅✅❌❌✅❌,✅❌✅✅❌❌❌,5,10,"[1, 3, 5, 0]",ppppfpf,input/codex/triples_sum_to/116.txt,"[[""True"", ""False""], [""True"", ""False""]]","[[""False"", ""True""], [""True"", ""False""], [""True"", ""False""]]","[[""False"", ""True""], [""True"", ""False""], [""False"", ""True""], [""True"", ""False""]]",[],[],[],pppffpf,[],[],[],"[[""True"", ""False""], [""True"", ""False""]]","[[""False"", ""True""], [""True"", ""False""], [""True"", ""False""]]","[[""False"", ""True""], [""True"", ""False""], [""False"", ""True""], [""True"", ""False""]]",pfppfff,[],[],[],"[[""True"", ""False""], [""True"", ""False""]]","[[""False"", ""True""], [""True"", ""False""], [""True"", ""False""]]","[[""False"", ""True""], [""True"", ""False""], [""False"", ""True""], [""True"", ""False""]]"
✅✅✅✅❌✅❌,✅✅✅❌❌✅❌,✅❌✅✅❌❌❌,5,10,"[1, 3, -2, 1, 5, 8]",ppppfpf,input/codex/triples_sum_to/117.txt,"[[""True"", ""False""], [""True"", ""False""]]","[[""False"", ""True""], [""True"", ""False""], [""True"", ""False""]]","[[""False"", ""True""], [""True"", ""False""], [""False"", ""True""], [""True"", ""False""]]",[],[],[],pppffpf,[],[],[],"[[""True"", ""False""], [""True"", ""False""]]","[[""False"", ""True""], [""True"", ""False""], [""True"", ""False""]]","[[""False"", ""True""], [""True"", ""False""], [""False"", ""True""], [""True"", ""False""]]",pfppfff,[],[],[],"[[""True"", ""False""], [""True"", ""False""]]","[[""False"", ""True""], [""True"", ""False""], [""True"", ""False""]]","[[""False"", ""True""], [""True"", ""False""], [""False"", ""True""], [""True"", ""False""]]"
✅✅✅✅❌✅❌,💀💀💀💀💀💀💀,✅❌✅✅❌❌❌,5,10,"[1, 2, -3, 7, 2, 7]",ppppfpf,input/codex/triples_sum_to/118.txt,"[[""True"", ""False""], [""True"", ""False""]]",[],"[[""False"", ""True""], [""True"", ""False""], [""False"", ""True""], [""True"", ""False""]]",[],"[""'int' object is not iterable"", ""'int' object is not iterable"", ""'int' object is not iterable"", ""'int' object is not iterable"", ""'int' object is not iterable"", ""'int' object is not iterable"", ""'int' object is not iterable""]",[],eeeeeee,[],"[""'int' object is not iterable"", ""'int' object is not iterable"", ""'int' object is not iterable"", ""'int' object is not iterable"", ""'int' object is not iterable"", ""'int' object is not iterable"", ""'int' object is not iterable""]",[],"[[""True"", ""False""], [""True"", ""False""]]",[],"[[""False"", ""True""], [""True"", ""False""], [""False"", ""True""], [""True"", ""False""]]",pfppfff,[],"[""'int' object is not iterable"", ""'int' object is not iterable"", ""'int' object is not iterable"", ""'int' object is not iterable"", ""'int' object is not iterable"", ""'int' object is not iterable"", ""'int' object is not iterable""]",[],"[[""True"", ""False""], [""True"", ""False""]]",[],"[[""False"", ""True""], [""True"", ""False""], [""False"", ""True""], [""True"", ""False""]]"
✅✅✅✅❌✅❌,❌❌❌❌❌❌❌,✅❌✅✅❌❌❌,5,10,[1],ppppfpf,input/codex/triples_sum_to/119.txt,"[[""True"", ""False""], [""True"", ""False""]]","[[""False"", ""None""], [""False"", ""None""], [""False"", ""None""], [""False"", ""None""], [""True"", ""None""], [""False"", ""None""], [""True"", ""None""]]","[[""False"", ""True""], [""True"", ""False""], [""False"", ""True""], [""True"", ""False""]]",[],[],[],fffffff,[],[],[],"[[""True"", ""False""], [""True"", ""False""]]","[[""False"", ""None""], [""False"", ""None""], [""False"", ""None""], [""False"", ""None""], [""True"", ""None""], [""False"", ""None""], [""True"", ""None""]]","[[""False"", ""True""], [""True"", ""False""], [""False"", ""True""], [""True"", ""False""]]",pfppfff,[],[],[],"[[""True"", ""False""], [""True"", ""False""]]","[[""False"", ""None""], [""False"", ""None""], [""False"", ""None""], [""False"", ""None""], [""True"", ""None""], [""False"", ""None""], [""True"", ""None""]]","[[""False"", ""True""], [""True"", ""False""], [""False"", ""True""], [""True"", ""False""]]"
✅✅✅✅✅✅✅,✅✅✅✅❌❌✅,💀💀💀💀💀💀💀,100,2,"[1, 3, 5, 0]",ppppppp,input/codex/triples_sum_to/120.txt,[],"[[""True"", ""False""], [""False"", ""True""]]",[],[],[],"[""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()""]",ppppffp,[],[],"[""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()""]",[],"[[""True"", ""False""], [""False"", ""True""]]",[],eeeeeee,[],[],"[""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()""]",[],"[[""True"", ""False""], [""False"", ""True""]]",[]
✅✅✅✅✅✅✅,✅✅✅✅❌✅✅,💀💀💀💀💀💀💀,100,2,"[1, 3, -2, 1, 5, 8]",ppppppp,input/codex/triples_sum_to/121.txt,[],"[[""True"", ""False""]]",[],[],[],"[""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()""]",ppppfpp,[],[],"[""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()""]",[],"[[""True"", ""False""]]",[],eeeeeee,[],[],"[""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()""]",[],"[[""True"", ""False""]]",[]
✅✅✅✅✅✅✅,✅✅✅✅❌❌✅,💀💀💀💀💀💀💀,100,2,"[1, 2, -3, 7, 2, 7]",ppppppp,input/codex/triples_sum_to/122.txt,[],"[[""True"", ""False""], [""False"", ""True""]]",[],[],[],"[""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()""]",ppppffp,[],[],"[""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()""]",[],"[[""True"", ""False""], [""False"", ""True""]]",[],eeeeeee,[],[],"[""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()""]",[],"[[""True"", ""False""], [""False"", ""True""]]",[]
✅✅✅✅✅✅✅,✅✅✅✅❌❌✅,💀💀💀💀💀💀💀,100,2,[1],ppppppp,input/codex/triples_sum_to/123.txt,[],"[[""True"", ""False""], [""False"", ""True""]]",[],[],[],"[""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()""]",ppppffp,[],[],"[""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()""]",[],"[[""True"", ""False""], [""False"", ""True""]]",[],eeeeeee,[],[],"[""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()""]",[],"[[""True"", ""False""], [""False"", ""True""]]",[]
✅✅✅✅✅✅✅,✅✅✅✅❌✅✅,✅✅✅✅❌✅✅,100,3,"[1, 3, 5, 0]",ppppppp,input/codex/triples_sum_to/124.txt,[],"[[""True"", ""False""]]","[[""True"", ""False""]]",[],[],[],ppppfpp,[],[],[],[],"[[""True"", ""False""]]","[[""True"", ""False""]]",ppppfpp,[],[],[],[],"[[""True"", ""False""]]","[[""True"", ""False""]]"
✅✅✅✅✅✅✅,✅✅✅✅✅❌✅,✅✅✅✅❌✅✅,100,3,"[1, 3, -2, 1, 5, 8]",ppppppp,input/codex/triples_sum_to/125.txt,[],"[[""False"", ""True""]]","[[""True"", ""False""]]",[],[],[],pppppfp,[],[],[],[],"[[""False"", ""True""]]","[[""True"", ""False""]]",ppppfpp,[],[],[],[],"[[""False"", ""True""]]","[[""True"", ""False""]]"
✅✅✅✅✅✅✅,💀💀💀💀💀💀💀,✅✅✅✅❌✅✅,100,3,"[1, 2, -3, 7, 2, 7]",ppppppp,input/codex/triples_sum_to/126.txt,[],[],"[[""True"", ""False""]]",[],"[""name 'triples_sum_to_hundred_helper' is not defined"", ""name 'triples_sum_to_hundred_helper' is not defined"", ""name 'triples_sum_to_hundred_helper' is not defined"", ""name 'triples_sum_to_hundred_helper' is not defined"", ""name 'triples_sum_to_hundred_helper' is not defined"", ""name 'triples_sum_to_hundred_helper' is not defined"", ""name 'triples_sum_to_hundred_helper' is not defined""]",[],eeeeeee,[],"[""name 'triples_sum_to_hundred_helper' is not defined"", ""name 'triples_sum_to_hundred_helper' is not defined"", ""name 'triples_sum_to_hundred_helper' is not defined"", ""name 'triples_sum_to_hundred_helper' is not defined"", ""name 'triples_sum_to_hundred_helper' is not defined"", ""name 'triples_sum_to_hundred_helper' is not defined"", ""name 'triples_sum_to_hundred_helper' is not defined""]",[],[],[],"[[""True"", ""False""]]",ppppfpp,[],"[""name 'triples_sum_to_hundred_helper' is not defined"", ""name 'triples_sum_to_hundred_helper' is not defined"", ""name 'triples_sum_to_hundred_helper' is not defined"", ""name 'triples_sum_to_hundred_helper' is not defined"", ""name 'triples_sum_to_hundred_helper' is not defined"", ""name 'triples_sum_to_hundred_helper' is not defined"", ""name 'triples_sum_to_hundred_helper' is not defined""]",[],[],[],"[[""True"", ""False""]]"
✅✅✅✅✅✅✅,✅✅✅✅❌❌✅,✅✅✅✅❌✅✅,100,3,[1],ppppppp,input/codex/triples_sum_to/127.txt,[],"[[""True"", ""False""], [""False"", ""True""]]","[[""True"", ""False""]]",[],[],[],ppppffp,[],[],[],[],"[[""True"", ""False""], [""False"", ""True""]]","[[""True"", ""False""]]",ppppfpp,[],[],[],[],"[[""True"", ""False""], [""False"", ""True""]]","[[""True"", ""False""]]"
✅✅✅✅✅✅✅,✅✅✅✅❌❌✅,✅✅✅✅❌❌✅,100,4,"[1, 3, 5, 0]",ppppppp,input/codex/triples_sum_to/128.txt,[],"[[""True"", ""False""], [""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""]]",[],[],[],ppppffp,[],[],[],[],"[[""True"", ""False""], [""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""]]",ppppffp,[],[],[],[],"[[""True"", ""False""], [""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""]]"
✅✅✅✅✅✅✅,✅✅✅✅❌❌✅,✅✅✅✅❌❌✅,100,4,"[1, 3, -2, 1, 5, 8]",ppppppp,input/codex/triples_sum_to/129.txt,[],"[[""True"", ""False""], [""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""]]",[],[],[],ppppffp,[],[],[],[],"[[""True"", ""False""], [""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""]]",ppppffp,[],[],[],[],"[[""True"", ""False""], [""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""]]"
✅✅✅✅✅✅✅,✅✅✅✅❌✅✅,❌✅✅✅❌❌✅,100,4,"[1, 2, -3, 7, 2, 7]",ppppppp,input/codex/triples_sum_to/130.txt,[],"[[""True"", ""False""]]","[[""False"", ""True""], [""True"", ""False""], [""True"", ""False""]]",[],[],[],ppppfpp,[],[],[],[],"[[""True"", ""False""]]","[[""False"", ""True""], [""True"", ""False""], [""True"", ""False""]]",fpppffp,[],[],[],[],"[[""True"", ""False""]]","[[""False"", ""True""], [""True"", ""False""], [""True"", ""False""]]"
✅✅✅✅✅✅✅,✅✅✅✅❌✅✅,✅✅✅✅❌❌✅,100,4,[1],ppppppp,input/codex/triples_sum_to/131.txt,[],"[[""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""]]",[],[],[],ppppfpp,[],[],[],[],"[[""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""]]",ppppffp,[],[],[],[],"[[""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""]]"
✅✅✅✅✅✅✅,✅❌❌❌❌✅✅,✅✅✅✅❌❌✅,100,5,"[1, 3, 5, 0]",ppppppp,input/codex/triples_sum_to/132.txt,[],"[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""]]",[],[],[],pffffpp,[],[],[],[],"[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""]]",ppppffp,[],[],[],[],"[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""]]"
✅✅✅✅✅✅✅,💀💀💀💀💀💀💀,✅❌❌✅✅✅✅,100,5,"[1, 3, -2, 1, 5, 8]",ppppppp,input/codex/triples_sum_to/133.txt,[],[],"[[""False"", ""True""], [""False"", ""True""]]",[],"[""name 'quintuples_sum_to_hundred_helper' is not defined"", ""name 'quintuples_sum_to_hundred_helper' is not defined"", ""name 'quintuples_sum_to_hundred_helper' is not defined"", ""name 'quintuples_sum_to_hundred_helper' is not defined"", ""name 'quintuples_sum_to_hundred_helper' is not defined"", ""name 'quintuples_sum_to_hundred_helper' is not defined"", ""name 'quintuples_sum_to_hundred_helper' is not defined""]",[],eeeeeee,[],"[""name 'quintuples_sum_to_hundred_helper' is not defined"", ""name 'quintuples_sum_to_hundred_helper' is not defined"", ""name 'quintuples_sum_to_hundred_helper' is not defined"", ""name 'quintuples_sum_to_hundred_helper' is not defined"", ""name 'quintuples_sum_to_hundred_helper' is not defined"", ""name 'quintuples_sum_to_hundred_helper' is not defined"", ""name 'quintuples_sum_to_hundred_helper' is not defined""]",[],[],[],"[[""False"", ""True""], [""False"", ""True""]]",pffpppp,[],"[""name 'quintuples_sum_to_hundred_helper' is not defined"", ""name 'quintuples_sum_to_hundred_helper' is not defined"", ""name 'quintuples_sum_to_hundred_helper' is not defined"", ""name 'quintuples_sum_to_hundred_helper' is not defined"", ""name 'quintuples_sum_to_hundred_helper' is not defined"", ""name 'quintuples_sum_to_hundred_helper' is not defined"", ""name 'quintuples_sum_to_hundred_helper' is not defined""]",[],[],[],"[[""False"", ""True""], [""False"", ""True""]]"
✅✅✅✅✅✅✅,✅✅✅✅❌❌✅,💀💀💀💀💀💀💀,100,5,"[1, 2, -3, 7, 2, 7]",ppppppp,input/codex/triples_sum_to/134.txt,[],"[[""True"", ""False""], [""True"", ""False""]]",[],[],[],"[""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()""]",ppppffp,[],[],"[""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()""]",[],"[[""True"", ""False""], [""True"", ""False""]]",[],eeeeeee,[],[],"[""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()""]",[],"[[""True"", ""False""], [""True"", ""False""]]",[]
✅✅✅✅✅✅✅,✅✅✅✅❌✅✅,✅✅✅✅❌❌✅,100,5,[1],ppppppp,input/codex/triples_sum_to/135.txt,[],"[[""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""]]",[],[],[],ppppfpp,[],[],[],[],"[[""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""]]",ppppffp,[],[],[],[],"[[""True"", ""False""]]","[[""True"", ""False""], [""True"", ""False""]]"
✅✅✅✅❌❌✅,❌❌❌❌❌❌❌,✅❌❌✅✅✅✅,100,8,"[1, 3, 5, 0]",ppppffp,input/codex/triples_sum_to/136.txt,"[[""True"", ""False""], [""True"", ""False""]]","[[""False"", ""None""], [""False"", ""None""], [""False"", ""None""], [""False"", ""None""], [""True"", ""None""], [""True"", ""None""], [""False"", ""None""]]","[[""False"", ""True""], [""False"", ""True""]]",[],[],[],fffffff,[],[],[],"[[""True"", ""False""], [""True"", ""False""]]","[[""False"", ""None""], [""False"", ""None""], [""False"", ""None""], [""False"", ""None""], [""True"", ""None""], [""True"", ""None""], [""False"", ""None""]]","[[""False"", ""True""], [""False"", ""True""]]",pffpppp,[],[],[],"[[""True"", ""False""], [""True"", ""False""]]","[[""False"", ""None""], [""False"", ""None""], [""False"", ""None""], [""False"", ""None""], [""True"", ""None""], [""True"", ""None""], [""False"", ""None""]]","[[""False"", ""True""], [""False"", ""True""]]"
