factor1,factor2,factor3,factor1_result,factor2_result,factor3_result,result_emojis,result,model_input,failed_inputs,errors
3,5,7,Fizz,Pling,Plang,✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅,ppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp,input/codex/raindrops/22.txt,[],[]
3,5,7,Fizz,Pling,Buzz,✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅,ppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp,input/codex/raindrops/23.txt,[],[]
3,5,7,Fizz,Buzz,Plong,✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅,ppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp,input/codex/raindrops/24.txt,[],[]
3,5,7,Fizz,Buzz,Plang,✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅,ppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp,input/codex/raindrops/25.txt,[],[]
3,5,11,Pling,Plang,Plong,✅✅✅✅✅✅❌✅✅✅❌✅✅❌✅✅✅✅✅✅❌❌✅✅✅✅✅❌✅✅✅✅❌✅❌✅✅✅✅✅✅❌✅❌✅✅✅✅❌✅✅✅✅✅❌❌✅✅✅✅✅✅❌✅✅❌✅✅✅❌✅✅✅✅✅✅✅✅✅✅✅✅✅❌✅✅✅❌✅✅❌✅✅✅✅✅✅❌❌✅✅✅✅✅❌✅✅✅✅❌✅❌✅✅✅✅✅✅❌✅❌✅✅✅✅❌✅,ppppppfpppfppfppppppffpppppfppppfpfppppppfpfppppfpppppffppppppfppfpppfpppppppppppppfpppfppfppppppffpppppfppppfpfppppppfpfppppfp,input/codex/raindrops/54.txt,"[[""'7'"", ""'Plong'""], [""'Plong'"", ""'11'""], [""'14'"", ""'Plong'""], [""'Pling'"", ""'PlingPlong'""], [""'Plong'"", ""'22'""], [""'28'"", ""'Plong'""], [""'PlingPlong'"", ""'Pling'""], [""'Plang'"", ""'PlangPlong'""], [""'Pling'"", ""'PlingPlong'""], [""'Plong'"", ""'44'""], [""'49'"", ""'Plong'""], [""'PlangPlong'"", ""'Plang'""], [""'56'"", ""'Plong'""], [""'Pling'"", ""'PlingPlong'""], [""'PlingPlong'"", ""'Pling'""], [""'Plang'"", ""'PlangPlong'""], [""'Pling'"", ""'PlingPlong'""], [""'Plong'"", ""'88'""], [""'91'"", ""'Plong'""], [""'98'"", ""'Plong'""], [""'PlingPlong'"", ""'Pling'""], [""'PlingPlang'"", ""'PlingPlangPlong'""], [""'PlangPlong'"", ""'Plang'""], [""'112'"", ""'Plong'""], [""'119'"", ""'Plong'""], [""'Plong'"", ""'121'""], [""'Pling'"", ""'PlingPlong'""]]",[]
3,5,11,Pling,Plang,Buzz,✅✅✅✅✅✅❌✅✅✅❌✅✅❌✅✅✅✅✅✅❌❌✅✅✅✅✅❌✅✅✅✅❌✅❌✅✅✅✅✅✅❌✅❌✅✅✅✅❌✅✅✅✅✅❌❌✅✅✅✅✅✅❌✅✅❌✅✅✅❌✅✅✅✅✅✅❌✅✅✅✅✅✅❌✅✅✅❌✅✅❌✅✅✅✅✅✅❌❌✅✅✅✅✅❌✅✅✅✅❌✅❌✅✅✅✅✅✅❌✅❌✅✅✅✅❌✅,ppppppfpppfppfppppppffpppppfppppfpfppppppfpfppppfpppppffppppppfppfpppfppppppfppppppfpppfppfppppppffpppppfppppfpfppppppfpfppppfp,input/codex/raindrops/56.txt,"[[""'7'"", ""'Plong'""], [""'Buzz'"", ""'11'""], [""'14'"", ""'Plong'""], [""'Pling'"", ""'PlingPlong'""], [""'Buzz'"", ""'22'""], [""'28'"", ""'Plong'""], [""'PlingBuzz'"", ""'Pling'""], [""'Plang'"", ""'PlangPlong'""], [""'Pling'"", ""'PlingPlong'""], [""'Buzz'"", ""'44'""], [""'49'"", ""'Plong'""], [""'PlangBuzz'"", ""'Plang'""], [""'56'"", ""'Plong'""], [""'Pling'"", ""'PlingPlong'""], [""'PlingBuzz'"", ""'Pling'""], [""'Plang'"", ""'PlangPlong'""], [""'Buzz'"", ""'Plong'""], [""'Pling'"", ""'PlingPlong'""], [""'Buzz'"", ""'88'""], [""'91'"", ""'Plong'""], [""'98'"", ""'Plong'""], [""'PlingBuzz'"", ""'Pling'""], [""'PlingPlang'"", ""'PlingPlangPlong'""], [""'PlangBuzz'"", ""'Plang'""], [""'112'"", ""'Plong'""], [""'119'"", ""'Plong'""], [""'Buzz'"", ""'121'""], [""'Pling'"", ""'PlingPlong'""]]",[]
3,5,11,Pling,Buzz,Plong,✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅,ppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp,input/codex/raindrops/60.txt,[],[]
3,5,11,Pling,Buzz,Plang,✅✅✅✅❌✅❌✅✅❌❌✅✅❌❌✅✅✅✅❌❌❌✅✅❌✅✅❌✅❌✅✅❌✅❌✅✅✅✅❌✅❌✅❌❌✅✅✅❌❌✅✅✅✅❌❌✅✅✅❌✅✅❌✅❌❌✅✅✅❌✅✅✅✅❌✅❌✅✅❌✅✅✅❌❌✅✅❌✅❌❌✅✅✅❌✅✅❌❌❌✅✅✅✅❌✅✅✅✅❌✅❌✅✅❌✅✅✅❌❌❌✅✅✅❌❌✅,ppppfpfppffppffppppfffppfppfpfppfpfppppfpfpffpppffppppffpppfppfpffpppfppppfpfppfpppffppfpffpppfppfffppppfppppfpfppfpppfffpppffp,input/codex/raindrops/61.txt,"[[""'Buzz'"", ""'Plang'""], [""'7'"", ""'Plong'""], [""'Buzz'"", ""'Plang'""], [""'Plang'"", ""'11'""], [""'14'"", ""'Plong'""], [""'PlingBuzz'"", ""'PlingPlang'""], [""'Buzz'"", ""'Plang'""], [""'Pling'"", ""'PlingPlong'""], [""'Plang'"", ""'22'""], [""'Buzz'"", ""'Plang'""], [""'28'"", ""'Plong'""], [""'PlingBuzz'"", ""'PlingPlang'""], [""'PlingPlang'"", ""'Pling'""], [""'Buzz'"", ""'PlangPlong'""], [""'Buzz'"", ""'Plang'""], [""'Pling'"", ""'PlingPlong'""], [""'Plang'"", ""'44'""], [""'PlingBuzz'"", ""'PlingPlang'""], [""'49'"", ""'Plong'""], [""'Buzz'"", ""'Plang'""], [""'BuzzPlang'"", ""'Plang'""], [""'56'"", ""'Plong'""], [""'PlingBuzz'"", ""'PlingPlang'""], [""'Pling'"", ""'PlingPlong'""], [""'Buzz'"", ""'Plang'""], [""'PlingPlang'"", ""'Pling'""], [""'Buzz'"", ""'PlangPlong'""], [""'PlingBuzz'"", ""'PlingPlang'""], [""'Plang'"", ""'Plong'""], [""'Buzz'"", ""'Plang'""], [""'Pling'"", ""'PlingPlong'""], [""'Buzz'"", ""'Plang'""], [""'Plang'"", ""'88'""], [""'PlingBuzz'"", ""'PlingPlang'""], [""'91'"", ""'Plong'""], [""'Buzz'"", ""'Plang'""], [""'98'"", ""'Plong'""], [""'PlingPlang'"", ""'Pling'""], [""'Buzz'"", ""'Plang'""], [""'PlingBuzz'"", ""'PlingPlangPlong'""], [""'BuzzPlang'"", ""'Plang'""], [""'112'"", ""'Plong'""], [""'Buzz'"", ""'Plang'""], [""'119'"", ""'Plong'""], [""'PlingBuzz'"", ""'PlingPlang'""], [""'Plang'"", ""'121'""], [""'Buzz'"", ""'Plang'""], [""'Pling'"", ""'PlingPlong'""]]",[]
3,5,11,Plang,Pling,Plong,✅✅❌✅❌❌❌✅❌❌❌❌✅❌❌✅✅❌✅❌❌❌✅❌❌✅❌❌✅❌✅✅❌✅❌❌✅✅❌❌✅❌✅❌❌✅✅❌❌❌❌✅✅❌❌❌❌✅✅❌✅✅❌✅❌❌✅✅❌❌✅❌✅✅❌✅✅❌✅❌❌✅✅❌❌✅❌❌✅❌❌✅❌✅❌❌✅❌❌❌✅❌✅✅❌✅✅❌✅❌❌❌✅❌❌✅❌✅❌❌❌✅❌✅❌❌✅,ppfpfffpffffpffppfpfffpffpffpfppfpffppffpfpffppffffppffffppfppfpffppffpfppfppfpffppffpffpffpfpffpfffpfppfppfpfffpffpfpfffpfpffp,input/codex/raindrops/66.txt,"[[""'Plang'"", ""'Pling'""], [""'Pling'"", ""'Plang'""], [""'Plang'"", ""'Pling'""], [""'7'"", ""'Plong'""], [""'Plang'"", ""'Pling'""], [""'Pling'"", ""'Plang'""], [""'Plong'"", ""'11'""], [""'Plang'"", ""'Pling'""], [""'14'"", ""'Plong'""], [""'PlangPling'"", ""'PlingPlang'""], [""'Plang'"", ""'Pling'""], [""'Pling'"", ""'Plang'""], [""'Plang'"", ""'PlingPlong'""], [""'Plong'"", ""'22'""], [""'Plang'"", ""'Pling'""], [""'Pling'"", ""'Plang'""], [""'Plang'"", ""'Pling'""], [""'28'"", ""'Plong'""], [""'PlangPling'"", ""'PlingPlang'""], [""'PlangPlong'"", ""'Pling'""], [""'Pling'"", ""'PlangPlong'""], [""'Plang'"", ""'Pling'""], [""'Plang'"", ""'Pling'""], [""'Pling'"", ""'Plang'""], [""'Plang'"", ""'PlingPlong'""], [""'Plong'"", ""'44'""], [""'PlangPling'"", ""'PlingPlang'""], [""'Plang'"", ""'Pling'""], [""'49'"", ""'Plong'""], [""'Pling'"", ""'Plang'""], [""'Plang'"", ""'Pling'""], [""'Plang'"", ""'Pling'""], [""'PlingPlong'"", ""'Plang'""], [""'56'"", ""'Plong'""], [""'Plang'"", ""'Pling'""], [""'PlangPling'"", ""'PlingPlang'""], [""'Plang'"", ""'PlingPlong'""], [""'Pling'"", ""'Plang'""], [""'PlangPlong'"", ""'Pling'""], [""'Plang'"", ""'Pling'""], [""'Pling'"", ""'PlangPlong'""], [""'Plang'"", ""'Pling'""], [""'PlangPling'"", ""'PlingPlang'""], [""'Plang'"", ""'Pling'""], [""'Pling'"", ""'Plang'""], [""'Plang'"", ""'Pling'""], [""'Plang'"", ""'PlingPlong'""], [""'Pling'"", ""'Plang'""], [""'Plang'"", ""'Pling'""], [""'Plong'"", ""'88'""], [""'PlangPling'"", ""'PlingPlang'""], [""'91'"", ""'Plong'""], [""'Plang'"", ""'Pling'""], [""'Pling'"", ""'Plang'""], [""'Plang'"", ""'Pling'""], [""'98'"", ""'Plong'""], [""'PlangPlong'"", ""'Pling'""], [""'Pling'"", ""'Plang'""], [""'Plang'"", ""'Pling'""], [""'PlangPling'"", ""'PlingPlangPlong'""], [""'Plang'"", ""'Pling'""], [""'PlingPlong'"", ""'Plang'""], [""'Plang'"", ""'Pling'""], [""'112'"", ""'Plong'""], [""'Plang'"", ""'Pling'""], [""'Pling'"", ""'Plang'""], [""'Plang'"", ""'Pling'""], [""'119'"", ""'Plong'""], [""'PlangPling'"", ""'PlingPlang'""], [""'Plong'"", ""'121'""], [""'Plang'"", ""'Pling'""], [""'Pling'"", ""'Plang'""], [""'Plang'"", ""'PlingPlong'""]]",[]
3,5,11,Plang,Pling,Buzz,✅✅❌✅❌❌❌✅❌❌❌❌✅❌❌✅✅❌✅❌❌❌✅❌❌✅❌❌✅❌✅✅❌✅❌❌✅✅❌❌✅❌✅❌❌✅✅❌❌❌❌✅✅❌❌❌❌✅✅❌✅✅❌✅❌❌✅✅❌❌✅❌✅✅❌✅❌❌✅❌❌✅✅❌❌✅❌❌✅❌❌✅❌✅❌❌✅❌❌❌✅❌✅✅❌✅✅❌✅❌❌❌✅❌❌✅❌✅❌❌❌✅❌✅❌❌✅,ppfpfffpffffpffppfpfffpffpffpfppfpffppffpfpffppffffppffffppfppfpffppffpfppfpffpffppffpffpffpfpffpfffpfppfppfpfffpffpfpfffpfpffp,input/codex/raindrops/68.txt,"[[""'Plang'"", ""'Pling'""], [""'Pling'"", ""'Plang'""], [""'Plang'"", ""'Pling'""], [""'7'"", ""'Plong'""], [""'Plang'"", ""'Pling'""], [""'Pling'"", ""'Plang'""], [""'Buzz'"", ""'11'""], [""'Plang'"", ""'Pling'""], [""'14'"", ""'Plong'""], [""'PlangPling'"", ""'PlingPlang'""], [""'Plang'"", ""'Pling'""], [""'Pling'"", ""'Plang'""], [""'Plang'"", ""'PlingPlong'""], [""'Buzz'"", ""'22'""], [""'Plang'"", ""'Pling'""], [""'Pling'"", ""'Plang'""], [""'Plang'"", ""'Pling'""], [""'28'"", ""'Plong'""], [""'PlangPling'"", ""'PlingPlang'""], [""'PlangBuzz'"", ""'Pling'""], [""'Pling'"", ""'PlangPlong'""], [""'Plang'"", ""'Pling'""], [""'Plang'"", ""'Pling'""], [""'Pling'"", ""'Plang'""], [""'Plang'"", ""'PlingPlong'""], [""'Buzz'"", ""'44'""], [""'PlangPling'"", ""'PlingPlang'""], [""'Plang'"", ""'Pling'""], [""'49'"", ""'Plong'""], [""'Pling'"", ""'Plang'""], [""'Plang'"", ""'Pling'""], [""'Plang'"", ""'Pling'""], [""'PlingBuzz'"", ""'Plang'""], [""'56'"", ""'Plong'""], [""'Plang'"", ""'Pling'""], [""'PlangPling'"", ""'PlingPlang'""], [""'Plang'"", ""'PlingPlong'""], [""'Pling'"", ""'Plang'""], [""'PlangBuzz'"", ""'Pling'""], [""'Plang'"", ""'Pling'""], [""'Pling'"", ""'PlangPlong'""], [""'Plang'"", ""'Pling'""], [""'PlangPling'"", ""'PlingPlang'""], [""'Buzz'"", ""'Plong'""], [""'Plang'"", ""'Pling'""], [""'Pling'"", ""'Plang'""], [""'Plang'"", ""'Pling'""], [""'Plang'"", ""'PlingPlong'""], [""'Pling'"", ""'Plang'""], [""'Plang'"", ""'Pling'""], [""'Buzz'"", ""'88'""], [""'PlangPling'"", ""'PlingPlang'""], [""'91'"", ""'Plong'""], [""'Plang'"", ""'Pling'""], [""'Pling'"", ""'Plang'""], [""'Plang'"", ""'Pling'""], [""'98'"", ""'Plong'""], [""'PlangBuzz'"", ""'Pling'""], [""'Pling'"", ""'Plang'""], [""'Plang'"", ""'Pling'""], [""'PlangPling'"", ""'PlingPlangPlong'""], [""'Plang'"", ""'Pling'""], [""'PlingBuzz'"", ""'Plang'""], [""'Plang'"", ""'Pling'""], [""'112'"", ""'Plong'""], [""'Plang'"", ""'Pling'""], [""'Pling'"", ""'Plang'""], [""'Plang'"", ""'Pling'""], [""'119'"", ""'Plong'""], [""'PlangPling'"", ""'PlingPlang'""], [""'Buzz'"", ""'121'""], [""'Plang'"", ""'Pling'""], [""'Pling'"", ""'Plang'""], [""'Plang'"", ""'PlingPlong'""]]",[]
3,5,11,Plang,Buzz,Plong,✅✅❌✅❌❌❌✅❌❌❌❌✅❌❌✅✅❌✅❌❌❌✅❌❌✅❌❌✅❌✅✅❌✅❌❌✅✅❌❌✅❌✅❌❌✅✅❌❌❌❌✅✅❌❌❌❌✅✅❌✅✅❌✅❌❌✅✅❌❌✅❌✅✅❌✅✅❌✅❌❌✅✅❌❌✅❌❌✅❌❌✅❌✅❌❌✅❌❌❌✅❌✅✅❌✅✅❌✅❌❌❌✅❌❌✅❌✅❌❌❌✅❌✅❌❌✅,ppfpfffpffffpffppfpfffpffpffpfppfpffppffpfpffppffffppffffppfppfpffppffpfppfppfpffppffpffpffpfpffpfffpfppfppfpfffpffpfpfffpfpffp,input/codex/raindrops/69.txt,"[[""'Plang'"", ""'Pling'""], [""'Buzz'"", ""'Plang'""], [""'Plang'"", ""'Pling'""], [""'7'"", ""'Plong'""], [""'Plang'"", ""'Pling'""], [""'Buzz'"", ""'Plang'""], [""'Plong'"", ""'11'""], [""'Plang'"", ""'Pling'""], [""'14'"", ""'Plong'""], [""'PlangBuzz'"", ""'PlingPlang'""], [""'Plang'"", ""'Pling'""], [""'Buzz'"", ""'Plang'""], [""'Plang'"", ""'PlingPlong'""], [""'Plong'"", ""'22'""], [""'Plang'"", ""'Pling'""], [""'Buzz'"", ""'Plang'""], [""'Plang'"", ""'Pling'""], [""'28'"", ""'Plong'""], [""'PlangBuzz'"", ""'PlingPlang'""], [""'PlangPlong'"", ""'Pling'""], [""'Buzz'"", ""'PlangPlong'""], [""'Plang'"", ""'Pling'""], [""'Plang'"", ""'Pling'""], [""'Buzz'"", ""'Plang'""], [""'Plang'"", ""'PlingPlong'""], [""'Plong'"", ""'44'""], [""'PlangBuzz'"", ""'PlingPlang'""], [""'Plang'"", ""'Pling'""], [""'49'"", ""'Plong'""], [""'Buzz'"", ""'Plang'""], [""'Plang'"", ""'Pling'""], [""'Plang'"", ""'Pling'""], [""'BuzzPlong'"", ""'Plang'""], [""'56'"", ""'Plong'""], [""'Plang'"", ""'Pling'""], [""'PlangBuzz'"", ""'PlingPlang'""], [""'Plang'"", ""'PlingPlong'""], [""'Buzz'"", ""'Plang'""], [""'PlangPlong'"", ""'Pling'""], [""'Plang'"", ""'Pling'""], [""'Buzz'"", ""'PlangPlong'""], [""'Plang'"", ""'Pling'""], [""'PlangBuzz'"", ""'PlingPlang'""], [""'Plang'"", ""'Pling'""], [""'Buzz'"", ""'Plang'""], [""'Plang'"", ""'Pling'""], [""'Plang'"", ""'PlingPlong'""], [""'Buzz'"", ""'Plang'""], [""'Plang'"", ""'Pling'""], [""'Plong'"", ""'88'""], [""'PlangBuzz'"", ""'PlingPlang'""], [""'91'"", ""'Plong'""], [""'Plang'"", ""'Pling'""], [""'Buzz'"", ""'Plang'""], [""'Plang'"", ""'Pling'""], [""'98'"", ""'Plong'""], [""'PlangPlong'"", ""'Pling'""], [""'Buzz'"", ""'Plang'""], [""'Plang'"", ""'Pling'""], [""'PlangBuzz'"", ""'PlingPlangPlong'""], [""'Plang'"", ""'Pling'""], [""'BuzzPlong'"", ""'Plang'""], [""'Plang'"", ""'Pling'""], [""'112'"", ""'Plong'""], [""'Plang'"", ""'Pling'""], [""'Buzz'"", ""'Plang'""], [""'Plang'"", ""'Pling'""], [""'119'"", ""'Plong'""], [""'PlangBuzz'"", ""'PlingPlang'""], [""'Plong'"", ""'121'""], [""'Plang'"", ""'Pling'""], [""'Buzz'"", ""'Plang'""], [""'Plang'"", ""'PlingPlong'""]]",[]
3,5,11,Fizz,Plang,Plong,✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅,ppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp,input/codex/raindrops/72.txt,[],[]
3,5,11,Fizz,Plang,Buzz,✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅,ppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp,input/codex/raindrops/74.txt,[],[]
3,5,11,Fizz,Pling,Plong,✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅,ppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp,input/codex/raindrops/75.txt,[],[]
3,5,11,Fizz,Pling,Plang,✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅,ppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp,input/codex/raindrops/76.txt,[],[]
3,5,11,Fizz,Pling,Buzz,✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅,ppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp,input/codex/raindrops/77.txt,[],[]
3,5,11,Fizz,Buzz,Plong,✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅,ppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp,input/codex/raindrops/78.txt,[],[]
3,5,11,Fizz,Buzz,Plang,✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅,ppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp,input/codex/raindrops/79.txt,[],[]
3,11,7,Pling,Plang,Plong,✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅,ppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp,input/codex/raindrops/162.txt,[],[]
3,11,7,Pling,Plang,Buzz,✅✅✅✅✅✅❌✅✅✅✅✅✅❌✅✅✅✅✅✅❌✅✅✅✅✅✅❌✅✅✅✅✅✅❌✅✅✅✅✅✅❌✅✅✅✅✅✅❌✅✅✅✅✅✅❌✅✅✅✅✅✅❌✅✅✅✅✅✅❌✅✅✅✅✅✅❌✅✅✅✅✅✅❌✅✅✅✅✅✅❌✅✅✅✅✅✅❌✅✅✅✅✅✅❌✅✅✅✅✅✅❌✅✅✅✅✅✅❌✅✅✅✅✅✅❌✅,ppppppfppppppfppppppfppppppfppppppfppppppfppppppfppppppfppppppfppppppfppppppfppppppfppppppfppppppfppppppfppppppfppppppfppppppfp,input/codex/raindrops/164.txt,"[[""'Buzz'"", ""'Plong'""], [""'Buzz'"", ""'Plong'""], [""'PlingBuzz'"", ""'PlingPlong'""], [""'Buzz'"", ""'Plong'""], [""'Buzz'"", ""'Plong'""], [""'PlingBuzz'"", ""'PlingPlong'""], [""'Buzz'"", ""'Plong'""], [""'Buzz'"", ""'Plong'""], [""'PlingBuzz'"", ""'PlingPlong'""], [""'Buzz'"", ""'Plong'""], [""'PlangBuzz'"", ""'PlangPlong'""], [""'PlingBuzz'"", ""'PlingPlong'""], [""'Buzz'"", ""'Plong'""], [""'Buzz'"", ""'Plong'""], [""'PlingBuzz'"", ""'PlingPlong'""], [""'Buzz'"", ""'Plong'""], [""'Buzz'"", ""'Plong'""], [""'PlingBuzz'"", ""'PlingPlong'""]]",[]
